user_id_x,user_id_y,user_id
2372028335,6287451502.0,
2372028335,7562170678.0,
2372028335,2533927801.0,
2372028335,7709495707.0,
2372028335,5893263630.0,
2372028335,,
2372028335,6973043773.0,2533927801.0
2372028335,6973043773.0,7789975263.0
2372028335,6973043773.0,7672742373.0
2372028335,6973043773.0,7758208465.0
2372028335,6973043773.0,3476988070.0
2372028335,6973043773.0,6626825528.0
2372028335,7856474588.0,3476988070.0
2372028335,2402541853.0,
2372028335,6802867325.0,
2372028335,7441373590.0,
2372028335,5893263630.0,
2372028335,7346517988.0,
7944757831,6171489140.0,
7944757831,7944061809.0,
7944757831,7944671534.0,
7944757831,7944061801.0,
7944757831,7944671537.0,
7944757831,7944524679.0,
7944757831,7944930285.0,
7944757831,7944870062.0,
7944757831,7943668134.0,
7944757831,7944584934.0,
7944757831,7944524680.0,
7944757831,7943100846.0,
7944757831,7944931649.0,
7944757831,7944128240.0,
7944757831,7944843937.0,
7944757831,7944697141.0,
7944757831,7943816871.0,
7944757831,7944843940.0,
7944757831,7944671536.0,
7944757831,7944671538.0,
2372028335,7926814721.0,5828640100.0
2372028335,5828640100.0,
2372028335,6474144097.0,
2372028335,1955615621.0,
2372028335,5893263630.0,
2372028335,7912079259.0,
2372028335,5620282617.0,
2372028335,7491156544.0,
2372028335,7366008313.0,
2372028335,7874768256.0,
2372028335,,
2372028335,,
6601242703,,
5391417563,5391417563.0,5391417563.0
5391417563,5822467627.0,5391417563.0
5391417563,5896609289.0,5391417563.0
5391417563,5350435984.0,
5391417563,5350435984.0,
5391417563,6221958820.0,
5391417563,6934656402.0,
5391417563,7798609277.0,
5391417563,6374178105.0,
5391417563,7721952715.0,
5391417563,6277586517.0,
5391417563,7844896979.0,
5391417563,6617006557.0,
5391417563,1936081102.0,
5391417563,7428868458.0,
5391417563,1895594021.0,
5391417563,6057333492.0,
5391417563,6057333492.0,
5391417563,6057333492.0,
2372028335,,
2372028335,,
7296477921,,
7943395888,6171489140.0,
7943395888,7944759207.0,
7943395888,7941090006.0,
7943395888,7945861995.0,
7943395888,7942557686.0,
7943395888,7942432105.0,
7943395888,7943668746.0,
7943395888,7942645832.0,
7943395888,7944672942.0,
7943395888,7942586810.0,
7943395888,7942985719.0,
7943395888,7945521853.0,
7943395888,7943296055.0,
7943395888,7943818352.0,
7943395888,7944210633.0,
7943395888,7943395921.0,
7943395888,7943495080.0,
7943395888,7944194755.0,
7943395888,7943916149.0,
7943395888,7944130455.0,
6336190060,6094717510.0,
7708673315,5931852863.0,7708673315.0
7708673315,6802867325.0,
7708673315,7345482352.0,7708673315.0
7708673315,6231087796.0,7708673315.0
7708673315,7432598152.0,7708673315.0
7825994202,7314544271.0,
3463703930,3463703930.0,3463703930.0
3463703930,3463703930.0,3463703930.0
3463703930,2328825183.0,3463703930.0
3463703930,7365852855.0,2363408992.0
3463703930,7365852855.0,5540013259.0
3463703930,7365852855.0,2363408992.0
3463703930,7365852855.0,7913455808.0
3463703930,7365852855.0,1660635662.0
3463703930,7365852855.0,7365852855.0
3463703930,7365852855.0,2363408992.0
3463703930,7732887626.0,6371056014.0
3463703930,7732887626.0,7732887626.0
3463703930,7732887626.0,2690546145.0
3463703930,7732887626.0,5352260188.0
3463703930,6510179812.0,
3463703930,6448447861.0,5940067265.0
3463703930,6448447861.0,6504314243.0
3463703930,6448447861.0,5352260188.0
3463703930,7774036336.0,3910099703.0
3463703930,6974870475.0,3910099703.0
3463703930,2266335084.0,6087584100.0
3463703930,2266335084.0,5468710149.0
3463703930,7919345651.0,
3463703930,6729959302.0,
3463703930,5512374399.0,
3463703930,6371056014.0,
3463703930,6821745481.0,
3463703930,5265946863.0,
3463703930,5398452543.0,7039582453.0
3463703930,6622015336.0,
3463703930,7388522905.0,
3463703930,7905445452.0,
3463703930,7777112471.0,7351448209.0
6184308411,,
7227574527,7227574527.0,7227574527.0
7227574527,7227574527.0,
7227574527,6455026040.0,
7227574527,7431567807.0,
6634255227,,
6436710045,7342724808.0,6436710045.0
6436710045,7342724808.0,2154487340.0
6436710045,7342724808.0,2154487340.0
6436710045,7342724808.0,2154487340.0
6436710045,7342724808.0,2154487340.0
6436710045,7342724808.0,6436710045.0
6436710045,7342724808.0,6436710045.0
6436710045,7342724808.0,7342724808.0
6436710045,7342724808.0,7342724808.0
6436710045,7342724808.0,6436710045.0
6436710045,2154487340.0,2154487340.0
6436710045,7415202189.0,7415202189.0
6436710045,7874146973.0,
6436710045,2174670595.0,
6436710045,6455026040.0,
7488595976,7403263296.0,7488595976.0
7488595976,7342724808.0,7488595976.0
7488595976,7742820558.0,7488595976.0
7488595976,7906426977.0,7906426977.0
7488595976,7906426977.0,7488595976.0
7488595976,7635352729.0,
7488595976,7783465904.0,
7488595976,7513774685.0,
7488595976,7784477421.0,
7488595976,6620742385.0,
6307170045,,
7924283888,7315862149.0,
6023520588,,
6601242703,5606716867.0,6601242703.0
5949258337,7895885361.0,5710765911.0
5949258337,7895885361.0,7426120739.0
5949258337,7895885361.0,7895885361.0
5949258337,7895885361.0,7313614179.0
5949258337,7895885361.0,7426120739.0
5949258337,7895885361.0,7509086389.0
5949258337,7895885361.0,7904496036.0
5949258337,7895885361.0,7895885361.0
5949258337,7895885361.0,5949258337.0
5949258337,5943973386.0,
5949258337,2391799587.0,
5949258337,6533064419.0,
5549846576,5087562907.0,5549846576.0
5549846576,7899264028.0,
5549846576,7764349230.0,
5549846576,2391799587.0,
5549846576,6348047953.0,
5549846576,7881619119.0,
5549846576,1821659770.0,
5549846576,6599967136.0,
5549846576,7838700628.0,
5549846576,7876275182.0,
5549846576,5710765911.0,
5549846576,7281570212.0,
5549846576,7466386398.0,
5549846576,7890409807.0,
5549846576,5516988860.0,
5549846576,7755769622.0,
5549846576,7839990942.0,
5549846576,7754627227.0,
5549846576,6560951480.0,
5549846576,7923070976.0,
5752556853,,
7216977512,6802867325.0,
6036544208,5231965008.0,3910099703.0
6036544208,3910099703.0,
6036544208,7354053224.0,
6036544208,2869891174.0,
6036544208,7389644326.0,
6036544208,7718282818.0,
6036544208,5734554132.0,
6036544208,5263481149.0,
6036544208,6625487434.0,
6468476640,7285131650.0,
7487353211,7285131650.0,
3173294892,2863075604.0,
3173294892,7929052072.0,
7897057805,7926814721.0,
7773408539,,
7778220682,7684539674.0,7778220682.0
5699094470,5941533321.0,
5699094470,7805010206.0,
5699094470,7186832627.0,
5699094470,5523439192.0,
5699094470,7703001751.0,
5699094470,7476905511.0,
5699094470,7490008719.0,
6201406748,7436604871.0,
6201406748,6784213654.0,
6201406748,6548607391.0,7158435313.0
6201406748,6152315381.0,5953278095.0
6201406748,5118104248.0,
6201406748,7482517643.0,
6201406748,7895848567.0,
6201406748,7193970881.0,
2372028335,7684539674.0,
2372028335,7808514671.0,7808514671.0
2372028335,7808514671.0,7785167064.0
2372028335,7413879105.0,
1768426517,2792199543.0,
1768426517,7400831908.0,
3805742254,6453193216.0,
3805742254,7876493536.0,5973057231.0
3805742254,6593371254.0,
3805742254,7217343722.0,
7784575487,7414051430.0,
7784575487,7929052072.0,
5737052759,6973043773.0,
5737052759,3476988070.0,
5737052759,5626431654.0,
5737052759,2630721103.0,
5737052759,6432024742.0,
5737052759,6623103384.0,
5737052759,6802867325.0,
5737052759,5092465502.0,
7426120739,5087562907.0,7426120739.0
2293062781,,
5374527203,5604873737.0,5374527203.0
5374527203,5625374818.0,5374527203.0
5374527203,7929052072.0,
7909154280,7197967891.0,
7909154280,5227745126.0,
7909154280,7295435737.0,
7909154280,7488109243.0,
7909154280,7580691996.0,
7909154280,7849357880.0,
7909154280,7766272420.0,
7909154280,7401073560.0,
7909154280,7739213088.0,
7909154280,7508606650.0,
7909154280,7736489190.0,
7909154280,7472703334.0,
7909154280,7472703334.0,
7909154280,7844274452.0,
7909154280,7897057805.0,
7909154280,7876275182.0,
7909154280,7748186024.0,
7909154280,6111445550.0,
7909154280,7763342975.0,
7909154280,7871096932.0,
5964106061,,
2372028335,,
2372028335,6671655299.0,
2372028335,7595254887.0,
7853866198,5872157427.0,7853866198.0
7853866198,2808103115.0,7853866198.0
3042086755,7851137396.0,5374527203.0
3042086755,6557517018.0,
3042086755,7035471800.0,
7813306289,,
5413559184,7926814721.0,
5737052759,6294444862.0,7626947495.0
5737052759,6294444862.0,5949456743.0
5737052759,7774036336.0,
5737052759,7144880695.0,7484725691.0
5737052759,2630721103.0,
5737052759,3910099703.0,
5737052759,7936022421.0,
5737052759,7463461223.0,
5737052759,7534186688.0,
5737052759,7854833621.0,
5737052759,6432024742.0,
5737052759,7492406582.0,
5737052759,7813980753.0,
5737052759,7056538610.0,
5737052759,7498176138.0,
5737052759,7905756685.0,
5737052759,6382651229.0,
5737052759,7587353008.0,
5737052759,7730286927.0,
5737052759,6622143691.0,
5737052759,7549423158.0,
5964106061,,
5697244093,6802867325.0,
2372028335,6671655299.0,
2372028335,6802867325.0,
2372028335,7279050605.0,
7483052215,,
7764349230,7312579517.0,7764349230.0
7764349230,7775391249.0,7766531966.0
7764349230,7775391249.0,7775391249.0
7764349230,7775391249.0,7766531966.0
7764349230,3049589280.0,
7764349230,6455026040.0,
